##NAMES=Ancylite-(Ce)
##RRUFFID=R060218
##IDEAL CHEMISTRY=CeSr(CO_3_)_2_(OH)&#183;H_2_O
##LOCALITY=Mont Saint-Hilaire, Rouville County, Quebec, Canada
##OWNER=RRUFF
##SOURCE=Royal Ontario Museum
##DESCRIPTION=Pale pink prismatic crystals
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R060218
##MEASURED CHEMISTRY=(Ce_0.40_(La,Pr)_0.23_Ca_0.18_Nd_0.10_Sr_0.09_)_Σ=1_CO_3_((OH)_0.67_(H_2_O)_0.27_F_0.06_)_Σ=1_
##CELL PARAMETERS=a: 4.992(3) b: 8.479(4) c: 7.247(4) alpha: 90 beta: 90 gamma: 90 volume: 306.74(15) crystal system: orthorhombic
79.810, 0.942
79.820, 0.551
79.830, 0.321
79.840, 0.211
79.850, 0.196
79.860, 0.268
79.870, 0.432
79.880, 0.702
79.890, 1.093
79.900, 1.607
79.910, 2.227
79.920, 2.907
79.930, 3.573
79.940, 4.137
79.950, 4.514
79.960, 4.644
79.970, 4.506
79.980, 4.125
79.990, 3.568
80.000, 2.924
80.010, 2.284
80.020, 1.724
80.030, 1.290
80.040, 1.003
80.050, 0.856
80.060, 0.829
80.070, 0.893
80.080, 1.019
80.090, 1.187
80.100, 1.376
80.110, 1.575
80.120, 1.768
80.130, 1.937
80.140, 2.065
80.150, 2.134
80.160, 2.134
80.170, 2.064
80.180, 1.936
80.190, 1.767
80.200, 1.578
80.210, 1.392
80.220, 1.227
80.230, 1.098
80.240, 1.016
80.250, 0.984
80.260, 0.996
80.270, 1.041
80.280, 1.100
80.290, 1.153
80.300, 1.186
80.310, 1.192
80.320, 1.174
80.330, 1.143
80.340, 1.113
80.350, 1.094
80.360, 1.091
80.370, 1.099
80.380, 1.109
80.390, 1.108
80.400, 1.087
80.410, 1.040
80.420, 0.969
80.430, 0.881
80.440, 0.785
80.450, 0.691
80.460, 0.607
80.470, 0.540
80.480, 0.494
80.490, 0.469
80.500, 0.462
80.510, 0.466
80.520, 0.470
80.530, 0.465
80.540, 0.444
80.550, 0.404
80.560, 0.348
80.570, 0.283
80.580, 0.217
80.590, 0.156
80.600, 0.105
80.610, 0.066
80.620, 0.039
80.630, 0.022
80.640, 0.011
80.650, 0.006
80.660, 0.003
80.670, 0.001
80.680, 0.000
80.690, 0.000
80.700, 0.000
80.710, 0.001
80.720, 0.003
80.730, 0.007
80.740, 0.016
80.750, 0.034
80.760, 0.069
80.770, 0.131
80.780, 0.233
80.790, 0.390
80.800, 0.611
80.810, 0.898
80.820, 1.238
80.830, 1.600
80.840, 1.940
80.850, 2.205
80.860, 2.350
80.870, 2.348
80.880, 2.201
80.890, 1.934
80.900, 1.594
80.910, 1.231
80.920, 0.892
80.930, 0.606
80.940, 0.387
80.950, 0.232
80.960, 0.132
80.970, 0.073
80.980, 0.046
80.990, 0.042
81.000, 0.059
81.010, 0.100
81.020, 0.171
81.030, 0.281
81.040, 0.434
81.050, 0.630
81.060, 0.859
81.070, 1.101
81.080, 1.324
81.090, 1.496
81.100, 1.588
81.110, 1.581
81.120, 1.479
81.130, 1.299
81.140, 1.071
81.150, 0.828
81.160, 0.602
81.170, 0.410
81.180, 0.263
81.190, 0.158
81.200, 0.089
81.210, 0.048
81.220, 0.026
81.230, 0.016
81.240, 0.014
81.250, 0.020
81.260, 0.033
81.270, 0.055
81.280, 0.088
81.290, 0.136
81.300, 0.205
81.310, 0.302
81.320, 0.435
81.330, 0.614
81.340, 0.845
81.350, 1.128
81.360, 1.450
81.370, 1.783
81.380, 2.086
81.390, 2.314
81.400, 2.427
81.410, 2.403
81.420, 2.247
81.430, 1.988
81.440, 1.673
81.450, 1.353
81.460, 1.068
81.470, 0.842
81.480, 0.681
81.490, 0.572
81.500, 0.500
81.510, 0.444
81.520, 0.394
81.530, 0.343
81.540, 0.295
81.550, 0.258
81.560, 0.243
81.570, 0.261
81.580, 0.321
81.590, 0.424
81.600, 0.568
81.610, 0.738
81.620, 0.916
81.630, 1.078
81.640, 1.201
81.650, 1.272
81.660, 1.293
81.670, 1.276
81.680, 1.243
81.690, 1.219
81.700, 1.218
81.710, 1.242
81.720, 1.277
81.730, 1.304
81.740, 1.296
81.750, 1.240
81.760, 1.129
81.770, 0.975
81.780, 0.794
81.790, 0.610
81.800, 0.441
81.810, 0.300
81.820, 0.192
81.830, 0.115
81.840, 0.066
81.850, 0.036
81.860, 0.022
81.870, 0.018
81.880, 0.024
81.890, 0.042
81.900, 0.077
81.910, 0.135
81.920, 0.227
81.930, 0.361
81.940, 0.543
81.950, 0.775
81.960, 1.046
81.970, 1.334
81.980, 1.609
81.990, 1.833
82.000, 1.970
82.010, 1.999
82.020, 1.911
82.030, 1.722
82.040, 1.463
82.050, 1.171
82.060, 0.885
82.070, 0.635
82.080, 0.440
82.090, 0.306
82.100, 0.230
82.110, 0.206
82.120, 0.221
82.130, 0.265
82.140, 0.324
82.150, 0.388
82.160, 0.447
82.170, 0.495
82.180, 0.531
82.190, 0.561
82.200, 0.592
82.210, 0.631
82.220, 0.681
82.230, 0.737
82.240, 0.788
82.250, 0.821
82.260, 0.822
82.270, 0.784
82.280, 0.708
82.290, 0.603
82.300, 0.485
82.310, 0.369
82.320, 0.270
82.330, 0.197
82.340, 0.157
82.350, 0.157
82.360, 0.201
82.370, 0.299
82.380, 0.459
82.390, 0.690
82.400, 0.992
82.410, 1.356
82.420, 1.754
82.430, 2.146
82.440, 2.477
82.450, 2.696
82.460, 2.765
82.470, 2.669
82.480, 2.423
82.490, 2.069
82.500, 1.661
82.510, 1.253
82.520, 0.888
82.530, 0.591
82.540, 0.369
82.550, 0.217
82.560, 0.120
82.570, 0.064
82.580, 0.036
82.590, 0.026
82.600, 0.033
82.610, 0.055
82.620, 0.097
82.630, 0.165
82.640, 0.267
82.650, 0.406
82.660, 0.578
82.670, 0.774
82.680, 0.972
82.690, 1.147
82.700, 1.273
82.710, 1.330
82.720, 1.313
82.730, 1.232
82.740, 1.113
82.750, 0.988
82.760, 0.888
82.770, 0.835
82.780, 0.836
82.790, 0.880
82.800, 0.946
82.810, 1.008
82.820, 1.039
82.830, 1.025
82.840, 0.965
82.850, 0.872
82.860, 0.768
82.870, 0.683
82.880, 0.643
82.890, 0.671
82.900, 0.779
82.910, 0.967
82.920, 1.223
82.930, 1.519
82.940, 1.818
82.950, 2.080
82.960, 2.273
82.970, 2.382
82.980, 2.413
82.990, 2.396
83.000, 2.368
83.010, 2.362
83.020, 2.393
83.030, 2.452
83.040, 2.509
83.050, 2.526
83.060, 2.467
83.070, 2.314
83.080, 2.074
83.090, 1.769
83.100, 1.439
83.110, 1.122
83.120, 0.852
83.130, 0.652
83.140, 0.532
83.150, 0.493
83.160, 0.527
83.170, 0.618
83.180, 0.746
83.190, 0.887
83.200, 1.018
83.210, 1.118
83.220, 1.175
83.230, 1.190
83.240, 1.174
83.250, 1.143
83.260, 1.114
83.270, 1.097
83.280, 1.090
83.290, 1.084
83.300, 1.063
83.310, 1.014
83.320, 0.930
83.330, 0.814
83.340, 0.676
83.350, 0.532
83.360, 0.396
83.370, 0.278
83.380, 0.185
83.390, 0.116
83.400, 0.068
83.410, 0.038
83.420, 0.020
83.430, 0.010
83.440, 0.005
83.450, 0.002
83.460, 0.001
83.470, 0.000
83.480, 0.000
83.490, 0.000
83.500, 0.000
83.510, 0.000
83.520, 0.000
83.530, 0.000
83.540, 0.000
83.550, 0.000
83.560, 0.000
83.570, 0.000
83.580, 0.000
83.590, 0.000
83.600, 0.000
83.610, 0.000
83.620, 0.000
83.630, 0.000
83.640, 0.000
83.650, 0.000
83.660, 0.000
83.670, 0.000
83.680, 0.000
83.690, 0.000
83.700, 0.000
83.710, 0.000
83.720, 0.000
83.730, 0.000
83.740, 0.000
83.750, 0.000
83.760, 0.000
83.770, 0.000
83.780, 0.000
83.790, 0.000
83.800, 0.000
83.810, 0.000
83.820, 0.000
83.830, 0.000
83.840, 0.000
83.850, 0.000
83.860, 0.000
83.870, 0.000
83.880, 0.001
83.890, 0.003
83.900, 0.007
83.910, 0.015
83.920, 0.032
83.930, 0.062
83.940, 0.114
83.950, 0.197
83.960, 0.318
83.970, 0.484
83.980, 0.691
83.990, 0.927
84.000, 1.168
84.010, 1.383
84.020, 1.538
84.030, 1.607
84.040, 1.577
84.050, 1.455
84.060, 1.261
84.070, 1.027
84.080, 0.789
84.090, 0.576
84.100, 0.408
84.110, 0.296
84.120, 0.246
84.130, 0.259
84.140, 0.334
84.150, 0.468
84.160, 0.656
84.170, 0.882
84.180, 1.125
84.190, 1.356
84.200, 1.546
84.210, 1.673
84.220, 1.725
84.230, 1.708
84.240, 1.636
84.250, 1.532
84.260, 1.415
84.270, 1.296
84.280, 1.177
84.290, 1.055
84.300, 0.924
84.310, 0.784
84.320, 0.638
84.330, 0.497
84.340, 0.368
84.350, 0.262
84.360, 0.183
84.370, 0.136
84.380, 0.119
84.390, 0.134
84.400, 0.180
84.410, 0.255
84.420, 0.354
84.430, 0.468
84.440, 0.585
84.450, 0.688
84.460, 0.760
84.470, 0.790
84.480, 0.771
84.490, 0.707
84.500, 0.609
84.510, 0.493
84.520, 0.375
84.530, 0.268
84.540, 0.180
84.550, 0.114
84.560, 0.067
84.570, 0.038
84.580, 0.020
84.590, 0.010
84.600, 0.004
84.610, 0.002
84.620, 0.001
84.630, 0.000
84.640, 0.000
84.650, 0.000
84.660, 0.001
84.670, 0.001
84.680, 0.001
84.690, 0.002
84.700, 0.003
84.710, 0.003
84.720, 0.004
84.730, 0.004
84.740, 0.005
84.750, 0.005
84.760, 0.004
84.770, 0.004
84.780, 0.003
84.790, 0.002
84.800, 0.002
84.810, 0.001
84.820, 0.001
84.830, 0.000
84.840, 0.000
84.850, 0.000
84.860, 0.000
84.870, 0.000
84.880, 0.000
84.890, 0.000
84.900, 0.000
84.910, 0.000
84.920, 0.000
84.930, 0.000
84.940, 0.000
84.950, 0.000
84.960, 0.000
84.970, 0.000
84.980, 0.000
84.990, 0.000
85.000, 0.000
85.010, 0.000
85.020, 0.000
85.030, 0.000
85.040, 0.000
85.050, 0.000
85.060, 0.000
85.070, 0.000
85.080, 0.000
85.090, 0.000
85.100, 0.000
85.110, 0.000
85.120, 0.000
85.130, 0.000
85.140, 0.000
85.150, 0.000
85.160, 0.000
85.170, 0.000
85.180, 0.001
85.190, 0.002
85.200, 0.005
85.210, 0.009
85.220, 0.017
85.230, 0.029
85.240, 0.047
85.250, 0.072
85.260, 0.104
85.270, 0.141
85.280, 0.179
85.290, 0.215
85.300, 0.242
85.310, 0.256
85.320, 0.255
85.330, 0.239
85.340, 0.210
85.350, 0.173
85.360, 0.135
85.370, 0.099
85.380, 0.068
85.390, 0.044
85.400, 0.027
85.410, 0.015
85.420, 0.008
85.430, 0.004
85.440, 0.002
85.450, 0.002
85.460, 0.002
85.470, 0.004
85.480, 0.007
85.490, 0.013
85.500, 0.021
85.510, 0.032
85.520, 0.048
85.530, 0.065
85.540, 0.085
85.550, 0.103
85.560, 0.118
85.570, 0.127
85.580, 0.128
85.590, 0.122
85.600, 0.109
85.610, 0.092
85.620, 0.072
85.630, 0.054
85.640, 0.038
85.650, 0.025
85.660, 0.015
85.670, 0.009
85.680, 0.006
85.690, 0.005
85.700, 0.006
85.710, 0.010
85.720, 0.018
85.730, 0.031
85.740, 0.052
85.750, 0.081
85.760, 0.119
85.770, 0.165
85.780, 0.213
85.790, 0.260
85.800, 0.299
85.810, 0.322
85.820, 0.327
85.830, 0.312
85.840, 0.280
85.850, 0.236
85.860, 0.187
85.870, 0.139
85.880, 0.098
85.890, 0.064
85.900, 0.040
85.910, 0.023
85.920, 0.013
85.930, 0.007
85.940, 0.004
85.950, 0.004
85.960, 0.007
85.970, 0.012
85.980, 0.023
85.990, 0.041
86.000, 0.069
86.010, 0.110
86.020, 0.165
86.030, 0.234
86.040, 0.316
86.050, 0.409
86.060, 0.511
86.070, 0.624
86.080, 0.751
86.090, 0.902
86.100, 1.085
86.110, 1.302
86.120, 1.544
86.130, 1.788
86.140, 2.001
86.150, 2.143
86.160, 2.185
86.170, 2.110
86.180, 1.925
86.190, 1.656
86.200, 1.343
86.210, 1.025
86.220, 0.737
86.230, 0.500
86.240, 0.322
86.250, 0.199
86.260, 0.124
86.270, 0.086
86.280, 0.073
86.290, 0.079
86.300, 0.098
86.310, 0.126
86.320, 0.160
86.330, 0.202
86.340, 0.253
86.350, 0.319
86.360, 0.402
86.370, 0.508
86.380, 0.632
86.390, 0.769
86.400, 0.901
86.410, 1.011
86.420, 1.078
86.430, 1.089
86.440, 1.041
86.450, 0.940
86.460, 0.801
86.470, 0.646
86.480, 0.492
86.490, 0.355
86.500, 0.244
86.510, 0.159
86.520, 0.099
86.530, 0.059
86.540, 0.034
86.550, 0.019
86.560, 0.010
86.570, 0.005
86.580, 0.003
86.590, 0.001
86.600, 0.001
86.610, 0.000
86.620, 0.000
86.630, 0.000
86.640, 0.000
86.650, 0.001
86.660, 0.001
86.670, 0.002
86.680, 0.004
86.690, 0.005
86.700, 0.008
86.710, 0.010
86.720, 0.013
86.730, 0.015
86.740, 0.016
86.750, 0.017
86.760, 0.016
86.770, 0.015
86.780, 0.013
86.790, 0.010
86.800, 0.008
86.810, 0.006
86.820, 0.004
86.830, 0.003
86.840, 0.003
86.850, 0.004
86.860, 0.007
86.870, 0.011
86.880, 0.017
86.890, 0.025
86.900, 0.035
86.910, 0.046
86.920, 0.057
86.930, 0.066
86.940, 0.072
86.950, 0.074
86.960, 0.072
86.970, 0.066
86.980, 0.056
86.990, 0.045
87.000, 0.034
87.010, 0.024
87.020, 0.016
87.030, 0.010
87.040, 0.006
87.050, 0.003
87.060, 0.002
87.070, 0.001
87.080, 0.001
87.090, 0.000
87.100, 0.001
87.110, 0.001
87.120, 0.002
87.130, 0.003
87.140, 0.005
87.150, 0.008
87.160, 0.013
87.170, 0.017
87.180, 0.023
87.190, 0.028
87.200, 0.033
87.210, 0.036
87.220, 0.037
87.230, 0.036
87.240, 0.033
87.250, 0.028
87.260, 0.023
87.270, 0.017
87.280, 0.012
87.290, 0.008
87.300, 0.006
87.310, 0.004
87.320, 0.005
87.330, 0.008
87.340, 0.016
87.350, 0.031
87.360, 0.060
87.370, 0.108
87.380, 0.184
87.390, 0.295
87.400, 0.444
87.410, 0.629
87.420, 0.839
87.430, 1.054
87.440, 1.245
87.450, 1.385
87.460, 1.449
87.470, 1.428
87.480, 1.324
87.490, 1.155
87.500, 0.949
87.510, 0.733
87.520, 0.534
87.530, 0.365
87.540, 0.235
87.550, 0.143
87.560, 0.082
87.570, 0.044
87.580, 0.023
87.590, 0.012
87.600, 0.008
87.610, 0.008
87.620, 0.014
87.630, 0.026
87.640, 0.047
87.650, 0.081
87.660, 0.131
87.670, 0.200
87.680, 0.289
87.690, 0.391
87.700, 0.499
87.710, 0.599
87.720, 0.678
87.730, 0.721
87.740, 0.722
87.750, 0.681
87.760, 0.605
87.770, 0.506
87.780, 0.399
87.790, 0.297
87.800, 0.209
87.810, 0.140
87.820, 0.090
87.830, 0.057
87.840, 0.038
87.850, 0.032
87.860, 0.039
87.870, 0.060
87.880, 0.101
87.890, 0.169
87.900, 0.269
87.910, 0.405
87.920, 0.576
87.930, 0.771
87.940, 0.972
87.950, 1.153
87.960, 1.288
87.970, 1.355
87.980, 1.342
87.990, 1.251
88.000, 1.098
88.010, 0.907
88.020, 0.706
88.030, 0.517
88.040, 0.357
88.050, 0.233
88.060, 0.144
88.070, 0.084
88.080, 0.047
88.090, 0.026
88.100, 0.015
88.110, 0.010
88.120, 0.010
88.130, 0.013
88.140, 0.022
88.150, 0.038
88.160, 0.065
88.170, 0.107
88.180, 0.166
88.190, 0.243
88.200, 0.335
88.210, 0.435
88.220, 0.532
88.230, 0.613
88.240, 0.665
88.250, 0.679
88.260, 0.653
88.270, 0.591
88.280, 0.503
88.290, 0.404
88.300, 0.305
88.310, 0.217
88.320, 0.145
88.330, 0.091
88.340, 0.054
88.350, 0.030
88.360, 0.016
88.370, 0.008
88.380, 0.004
88.390, 0.002
88.400, 0.001
88.410, 0.000
88.420, 0.000
88.430, 0.000
88.440, 0.000
88.450, 0.000
88.460, 0.000
88.470, 0.000
88.480, 0.000
88.490, 0.000
88.500, 0.000
88.510, 0.000
88.520, 0.000
88.530, 0.000
88.540, 0.000
88.550, 0.000
88.560, 0.000
88.570, 0.000
88.580, 0.000
88.590, 0.000
88.600, 0.001
88.610, 0.002
88.620, 0.003
88.630, 0.005
88.640, 0.009
88.650, 0.013
88.660, 0.018
88.670, 0.024
88.680, 0.030
88.690, 0.035
88.700, 0.038
88.710, 0.040
88.720, 0.039
88.730, 0.036
88.740, 0.031
88.750, 0.026
88.760, 0.020
88.770, 0.014
88.780, 0.010
88.790, 0.007
88.800, 0.005
88.810, 0.006
88.820, 0.010
88.830, 0.019
88.840, 0.038
88.850, 0.073
88.860, 0.133
88.870, 0.227
88.880, 0.365
88.890, 0.554
88.900, 0.791
88.910, 1.064
88.920, 1.348
88.930, 1.609
88.940, 1.810
88.950, 1.917
88.960, 1.914
88.970, 1.800
88.980, 1.596
88.990, 1.333
89.000, 1.049
89.010, 0.779
89.020, 0.545
89.030, 0.360
89.040, 0.224
89.050, 0.132
89.060, 0.073
89.070, 0.038
89.080, 0.020
89.090, 0.011
89.100, 0.008
89.110, 0.011
89.120, 0.020
89.130, 0.037
89.140, 0.067
89.150, 0.114
89.160, 0.184
89.170, 0.278
89.180, 0.397
89.190, 0.533
89.200, 0.676
89.210, 0.807
89.220, 0.908
89.230, 0.965
89.240, 0.968
89.250, 0.920
89.260, 0.828
89.270, 0.711
89.280, 0.584
89.290, 0.463
89.300, 0.358
89.310, 0.273
89.320, 0.206
89.330, 0.155
89.340, 0.116
89.350, 0.086
89.360, 0.062
89.370, 0.044
89.380, 0.029
89.390, 0.019
89.400, 0.011
89.410, 0.007
89.420, 0.004
89.430, 0.002
89.440, 0.001
89.450, 0.001
89.460, 0.000
89.470, 0.001
89.480, 0.001
89.490, 0.002
89.500, 0.003
89.510, 0.006
89.520, 0.009
89.530, 0.014
89.540, 0.020
89.550, 0.027
89.560, 0.034
89.570, 0.041
89.580, 0.047
89.590, 0.050
89.600, 0.050
89.610, 0.047
89.620, 0.042
89.630, 0.036
89.640, 0.028
89.650, 0.021
89.660, 0.015
89.670, 0.010
89.680, 0.006
89.690, 0.004
89.700, 0.002
89.710, 0.001
89.720, 0.001
89.730, 0.000
89.740, 0.000
89.750, 0.000
89.760, 0.000
89.770, 0.000
89.780, 0.000
89.790, 0.000
89.800, 0.000
89.810, 0.000
89.820, 0.000
89.830, 0.000
89.840, 0.000
89.850, 0.000
89.860, 0.000
89.870, 0.000
89.880, 0.000
89.890, 0.000
89.900, 0.000
89.910, 0.000
89.920, 0.000
89.930, 0.000
89.940, 0.000
89.950, 0.000
89.960, 0.000
89.970, 0.000
89.980, 0.000
89.990, 0.000
90.000, 0.000
##END=



