##NAMES=Cristobalite
##RRUFFID=R061064
##IDEAL CHEMISTRY=SiO_2_
##LOCALITY=Ellora Caves, India
##OWNER=RRUFF
##SOURCE=Harvard Mineralogical Museum
##DESCRIPTION=Colorless single crystals, octahedra and groups of octahedra, some have transformed to quartz. Sample used in Downs and Palmer (1994)
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R061064
##MEASURED CHEMISTRY=Si_1.00_O_2_·0.11H_2_O ; trace amounts of Al and Na; H_2_O by difference, verified by Raman spectroscopy
##CELL PARAMETERS=a: 4.9717(4) b: 4.9717(4) c: 6.9223(3) alpha: 90 beta: 90 gamma: 90 volume: 171.10(1) crystal system: tetragonal
80.050, 0.001
80.060, 0.002
80.070, 0.002
80.080, 0.003
80.090, 0.003
80.100, 0.004
80.110, 0.004
80.120, 0.004
80.130, 0.004
80.140, 0.003
80.150, 0.003
80.160, 0.002
80.170, 0.002
80.180, 0.001
80.190, 0.001
80.200, 0.000
80.210, 0.000
80.220, 0.000
80.230, 0.000
80.240, 0.000
80.250, 0.000
80.260, 0.000
80.270, 0.000
80.280, 0.000
80.290, 0.001
80.300, 0.001
80.310, 0.001
80.320, 0.001
80.330, 0.002
80.340, 0.002
80.350, 0.002
80.360, 0.002
80.370, 0.002
80.380, 0.002
80.390, 0.001
80.400, 0.001
80.410, 0.001
80.420, 0.001
80.430, 0.000
80.440, 0.000
80.450, 0.000
80.460, 0.000
80.470, 0.000
80.480, 0.000
80.490, 0.000
80.500, 0.000
80.510, 0.000
80.520, 0.000
80.530, 0.000
80.540, 0.000
80.550, 0.000
80.560, 0.000
80.570, 0.000
80.580, 0.000
80.590, 0.000
80.600, 0.000
80.610, 0.000
80.620, 0.000
80.630, 0.000
80.640, 0.000
80.650, 0.000
80.660, 0.000
80.670, 0.000
80.680, 0.000
80.690, 0.000
80.700, 0.000
80.710, 0.000
80.720, 0.001
80.730, 0.003
80.740, 0.005
80.750, 0.010
80.760, 0.018
80.770, 0.031
80.780, 0.049
80.790, 0.072
80.800, 0.101
80.810, 0.133
80.820, 0.163
80.830, 0.188
80.840, 0.203
80.850, 0.205
80.860, 0.195
80.870, 0.174
80.880, 0.145
80.890, 0.114
80.900, 0.084
80.910, 0.058
80.920, 0.037
80.930, 0.023
80.940, 0.013
80.950, 0.007
80.960, 0.004
80.970, 0.003
80.980, 0.003
80.990, 0.004
81.000, 0.008
81.010, 0.013
81.020, 0.022
81.030, 0.033
81.040, 0.047
81.050, 0.063
81.060, 0.079
81.070, 0.095
81.080, 0.110
81.090, 0.123
81.100, 0.139
81.110, 0.163
81.120, 0.202
81.130, 0.264
81.140, 0.353
81.150, 0.468
81.160, 0.602
81.170, 0.739
81.180, 0.858
81.190, 0.938
81.200, 0.965
81.210, 0.932
81.220, 0.844
81.230, 0.718
81.240, 0.572
81.250, 0.428
81.260, 0.300
81.270, 0.198
81.280, 0.122
81.290, 0.071
81.300, 0.039
81.310, 0.021
81.320, 0.013
81.330, 0.012
81.340, 0.017
81.350, 0.029
81.360, 0.051
81.370, 0.084
81.380, 0.130
81.390, 0.190
81.400, 0.259
81.410, 0.333
81.420, 0.401
81.430, 0.453
81.440, 0.479
81.450, 0.476
81.460, 0.443
81.470, 0.387
81.480, 0.317
81.490, 0.244
81.500, 0.176
81.510, 0.119
81.520, 0.075
81.530, 0.045
81.540, 0.025
81.550, 0.013
81.560, 0.006
81.570, 0.003
81.580, 0.001
81.590, 0.001
81.600, 0.000
81.610, 0.000
81.620, 0.000
81.630, 0.000
81.640, 0.000
81.650, 0.000
81.660, 0.000
81.670, 0.000
81.680, 0.000
81.690, 0.000
81.700, 0.000
81.710, 0.000
81.720, 0.000
81.730, 0.000
81.740, 0.000
81.750, 0.001
81.760, 0.001
81.770, 0.004
81.780, 0.008
81.790, 0.017
81.800, 0.034
81.810, 0.064
81.820, 0.114
81.830, 0.188
81.840, 0.292
81.850, 0.425
81.860, 0.581
81.870, 0.744
81.880, 0.896
81.890, 1.011
81.900, 1.071
81.910, 1.064
81.920, 0.993
81.930, 0.868
81.940, 0.713
81.950, 0.549
81.960, 0.397
81.970, 0.269
81.980, 0.171
81.990, 0.102
82.000, 0.058
82.010, 0.031
82.020, 0.017
82.030, 0.012
82.040, 0.014
82.050, 0.022
82.060, 0.039
82.070, 0.068
82.080, 0.111
82.090, 0.171
82.100, 0.248
82.110, 0.339
82.120, 0.437
82.130, 0.532
82.140, 0.612
82.150, 0.667
82.160, 0.691
82.170, 0.679
82.180, 0.636
82.190, 0.568
82.200, 0.485
82.210, 0.395
82.220, 0.307
82.230, 0.229
82.240, 0.163
82.250, 0.111
82.260, 0.075
82.270, 0.053
82.280, 0.043
82.290, 0.045
82.300, 0.058
82.310, 0.081
82.320, 0.111
82.330, 0.146
82.340, 0.182
82.350, 0.215
82.360, 0.240
82.370, 0.255
82.380, 0.258
82.390, 0.252
82.400, 0.239
82.410, 0.222
82.420, 0.203
82.430, 0.184
82.440, 0.164
82.450, 0.144
82.460, 0.123
82.470, 0.101
82.480, 0.079
82.490, 0.059
82.500, 0.042
82.510, 0.030
82.520, 0.022
82.530, 0.020
82.540, 0.022
82.550, 0.029
82.560, 0.041
82.570, 0.056
82.580, 0.073
82.590, 0.090
82.600, 0.104
82.610, 0.114
82.620, 0.116
82.630, 0.111
82.640, 0.100
82.650, 0.085
82.660, 0.067
82.670, 0.050
82.680, 0.035
82.690, 0.023
82.700, 0.014
82.710, 0.008
82.720, 0.004
82.730, 0.002
82.740, 0.001
82.750, 0.001
82.760, 0.002
82.770, 0.004
82.780, 0.008
82.790, 0.017
82.800, 0.032
82.810, 0.057
82.820, 0.095
82.830, 0.148
82.840, 0.218
82.850, 0.300
82.860, 0.389
82.870, 0.473
82.880, 0.540
82.890, 0.578
82.900, 0.581
82.910, 0.549
82.920, 0.487
82.930, 0.405
82.940, 0.317
82.950, 0.232
82.960, 0.160
82.970, 0.103
82.980, 0.063
82.990, 0.036
83.000, 0.019
83.010, 0.010
83.020, 0.006
83.030, 0.006
83.040, 0.008
83.050, 0.015
83.060, 0.026
83.070, 0.044
83.080, 0.069
83.090, 0.103
83.100, 0.143
83.110, 0.187
83.120, 0.230
83.130, 0.265
83.140, 0.287
83.150, 0.292
83.160, 0.278
83.170, 0.249
83.180, 0.210
83.190, 0.166
83.200, 0.123
83.210, 0.085
83.220, 0.056
83.230, 0.034
83.240, 0.020
83.250, 0.011
83.260, 0.005
83.270, 0.003
83.280, 0.001
83.290, 0.000
83.300, 0.000
83.310, 0.000
83.320, 0.000
83.330, 0.000
83.340, 0.000
83.350, 0.000
83.360, 0.000
83.370, 0.000
83.380, 0.000
83.390, 0.000
83.400, 0.000
83.410, 0.000
83.420, 0.000
83.430, 0.000
83.440, 0.000
83.450, 0.000
83.460, 0.000
83.470, 0.000
83.480, 0.001
83.490, 0.001
83.500, 0.003
83.510, 0.006
83.520, 0.012
83.530, 0.023
83.540, 0.039
83.550, 0.064
83.560, 0.098
83.570, 0.140
83.580, 0.190
83.590, 0.241
83.600, 0.286
83.610, 0.321
83.620, 0.337
83.630, 0.332
83.640, 0.308
83.650, 0.268
83.660, 0.219
83.670, 0.168
83.680, 0.121
83.690, 0.082
83.700, 0.052
83.710, 0.031
83.720, 0.018
83.730, 0.009
83.740, 0.005
83.750, 0.003
83.760, 0.003
83.770, 0.005
83.780, 0.009
83.790, 0.015
83.800, 0.025
83.810, 0.040
83.820, 0.059
83.830, 0.083
83.840, 0.108
83.850, 0.133
83.860, 0.153
83.870, 0.166
83.880, 0.169
83.890, 0.161
83.900, 0.145
83.910, 0.122
83.920, 0.096
83.930, 0.072
83.940, 0.050
83.950, 0.033
83.960, 0.020
83.970, 0.012
83.980, 0.006
83.990, 0.003
84.000, 0.002
84.010, 0.001
84.020, 0.000
84.030, 0.000
84.040, 0.000
84.050, 0.000
84.060, 0.000
84.070, 0.000
84.080, 0.000
84.090, 0.000
84.100, 0.000
84.110, 0.000
84.120, 0.000
84.130, 0.000
84.140, 0.000
84.150, 0.000
84.160, 0.000
84.170, 0.000
84.180, 0.000
84.190, 0.000
84.200, 0.000
84.210, 0.000
84.220, 0.000
84.230, 0.000
84.240, 0.000
84.250, 0.000
84.260, 0.000
84.270, 0.000
84.280, 0.000
84.290, 0.000
84.300, 0.000
84.310, 0.000
84.320, 0.000
84.330, 0.000
84.340, 0.000
84.350, 0.000
84.360, 0.000
84.370, 0.000
84.380, 0.000
84.390, 0.000
84.400, 0.000
84.410, 0.000
84.420, 0.000
84.430, 0.000
84.440, 0.000
84.450, 0.000
84.460, 0.000
84.470, 0.000
84.480, 0.000
84.490, 0.000
84.500, 0.000
84.510, 0.000
84.520, 0.000
84.530, 0.000
84.540, 0.000
84.550, 0.000
84.560, 0.000
84.570, 0.000
84.580, 0.000
84.590, 0.000
84.600, 0.000
84.610, 0.000
84.620, 0.000
84.630, 0.000
84.640, 0.000
84.650, 0.000
84.660, 0.000
84.670, 0.000
84.680, 0.000
84.690, 0.000
84.700, 0.000
84.710, 0.000
84.720, 0.000
84.730, 0.000
84.740, 0.000
84.750, 0.000
84.760, 0.000
84.770, 0.000
84.780, 0.000
84.790, 0.000
84.800, 0.000
84.810, 0.000
84.820, 0.000
84.830, 0.000
84.840, 0.000
84.850, 0.000
84.860, 0.000
84.870, 0.000
84.880, 0.000
84.890, 0.000
84.900, 0.000
84.910, 0.000
84.920, 0.000
84.930, 0.000
84.940, 0.000
84.950, 0.000
84.960, 0.000
84.970, 0.000
84.980, 0.000
84.990, 0.000
85.000, 0.000
85.010, 0.001
85.020, 0.002
85.030, 0.005
85.040, 0.009
85.050, 0.015
85.060, 0.025
85.070, 0.039
85.080, 0.058
85.090, 0.079
85.100, 0.101
85.110, 0.123
85.120, 0.140
85.130, 0.150
85.140, 0.150
85.150, 0.142
85.160, 0.126
85.170, 0.105
85.180, 0.083
85.190, 0.061
85.200, 0.042
85.210, 0.028
85.220, 0.017
85.230, 0.010
85.240, 0.005
85.250, 0.003
85.260, 0.001
85.270, 0.001
85.280, 0.001
85.290, 0.002
85.300, 0.004
85.310, 0.007
85.320, 0.012
85.330, 0.018
85.340, 0.027
85.350, 0.037
85.360, 0.049
85.370, 0.060
85.380, 0.069
85.390, 0.074
85.400, 0.075
85.410, 0.072
85.420, 0.065
85.430, 0.055
85.440, 0.043
85.450, 0.032
85.460, 0.023
85.470, 0.015
85.480, 0.009
85.490, 0.005
85.500, 0.003
85.510, 0.002
85.520, 0.001
85.530, 0.000
85.540, 0.000
85.550, 0.000
85.560, 0.000
85.570, 0.000
85.580, 0.000
85.590, 0.000
85.600, 0.000
85.610, 0.000
85.620, 0.000
85.630, 0.000
85.640, 0.000
85.650, 0.000
85.660, 0.000
85.670, 0.000
85.680, 0.000
85.690, 0.000
85.700, 0.000
85.710, 0.000
85.720, 0.000
85.730, 0.000
85.740, 0.000
85.750, 0.000
85.760, 0.000
85.770, 0.000
85.780, 0.000
85.790, 0.000
85.800, 0.000
85.810, 0.000
85.820, 0.000
85.830, 0.000
85.840, 0.000
85.850, 0.000
85.860, 0.000
85.870, 0.000
85.880, 0.000
85.890, 0.000
85.900, 0.000
85.910, 0.000
85.920, 0.000
85.930, 0.000
85.940, 0.000
85.950, 0.000
85.960, 0.000
85.970, 0.000
85.980, 0.000
85.990, 0.000
86.000, 0.000
86.010, 0.000
86.020, 0.000
86.030, 0.000
86.040, 0.000
86.050, 0.000
86.060, 0.000
86.070, 0.000
86.080, 0.000
86.090, 0.000
86.100, 0.000
86.110, 0.000
86.120, 0.000
86.130, 0.000
86.140, 0.000
86.150, 0.000
86.160, 0.000
86.170, 0.000
86.180, 0.000
86.190, 0.000
86.200, 0.000
86.210, 0.000
86.220, 0.000
86.230, 0.000
86.240, 0.000
86.250, 0.000
86.260, 0.000
86.270, 0.000
86.280, 0.000
86.290, 0.000
86.300, 0.000
86.310, 0.000
86.320, 0.000
86.330, 0.000
86.340, 0.000
86.350, 0.000
86.360, 0.000
86.370, 0.000
86.380, 0.000
86.390, 0.000
86.400, 0.000
86.410, 0.000
86.420, 0.000
86.430, 0.000
86.440, 0.000
86.450, 0.000
86.460, 0.000
86.470, 0.001
86.480, 0.001
86.490, 0.001
86.500, 0.001
86.510, 0.001
86.520, 0.002
86.530, 0.002
86.540, 0.002
86.550, 0.002
86.560, 0.001
86.570, 0.001
86.580, 0.001
86.590, 0.001
86.600, 0.000
86.610, 0.000
86.620, 0.000
86.630, 0.000
86.640, 0.000
86.650, 0.000
86.660, 0.000
86.670, 0.000
86.680, 0.000
86.690, 0.000
86.700, 0.000
86.710, 0.000
86.720, 0.000
86.730, 0.000
86.740, 0.000
86.750, 0.000
86.760, 0.001
86.770, 0.001
86.780, 0.001
86.790, 0.001
86.800, 0.001
86.810, 0.001
86.820, 0.001
86.830, 0.001
86.840, 0.001
86.850, 0.000
86.860, 0.000
86.870, 0.000
86.880, 0.000
86.890, 0.000
86.900, 0.000
86.910, 0.000
86.920, 0.000
86.930, 0.000
86.940, 0.000
86.950, 0.000
86.960, 0.000
86.970, 0.000
86.980, 0.000
86.990, 0.000
87.000, 0.000
87.010, 0.000
87.020, 0.000
87.030, 0.000
87.040, 0.000
87.050, 0.000
87.060, 0.000
87.070, 0.000
87.080, 0.000
87.090, 0.000
87.100, 0.000
87.110, 0.000
87.120, 0.000
87.130, 0.000
87.140, 0.000
87.150, 0.000
87.160, 0.000
87.170, 0.000
87.180, 0.000
87.190, 0.000
87.200, 0.000
87.210, 0.000
87.220, 0.000
87.230, 0.000
87.240, 0.000
87.250, 0.000
87.260, 0.000
87.270, 0.000
87.280, 0.000
87.290, 0.000
87.300, 0.000
87.310, 0.000
87.320, 0.000
87.330, 0.000
87.340, 0.000
87.350, 0.000
87.360, 0.000
87.370, 0.000
87.380, 0.000
87.390, 0.000
87.400, 0.000
87.410, 0.000
87.420, 0.000
87.430, 0.000
87.440, 0.000
87.450, 0.000
87.460, 0.000
87.470, 0.000
87.480, 0.000
87.490, 0.000
87.500, 0.000
87.510, 0.000
87.520, 0.000
87.530, 0.000
87.540, 0.000
87.550, 0.000
87.560, 0.000
87.570, 0.000
87.580, 0.000
87.590, 0.000
87.600, 0.000
87.610, 0.000
87.620, 0.001
87.630, 0.001
87.640, 0.002
87.650, 0.003
87.660, 0.005
87.670, 0.007
87.680, 0.009
87.690, 0.010
87.700, 0.012
87.710, 0.013
87.720, 0.013
87.730, 0.012
87.740, 0.011
87.750, 0.010
87.760, 0.010
87.770, 0.010
87.780, 0.013
87.790, 0.020
87.800, 0.033
87.810, 0.054
87.820, 0.085
87.830, 0.126
87.840, 0.176
87.850, 0.233
87.860, 0.291
87.870, 0.341
87.880, 0.376
87.890, 0.391
87.900, 0.383
87.910, 0.353
87.920, 0.306
87.930, 0.251
87.940, 0.194
87.950, 0.142
87.960, 0.099
87.970, 0.066
87.980, 0.043
87.990, 0.027
88.000, 0.017
88.010, 0.011
88.020, 0.008
88.030, 0.006
88.040, 0.005
88.050, 0.006
88.060, 0.008
88.070, 0.013
88.080, 0.021
88.090, 0.034
88.100, 0.053
88.110, 0.076
88.120, 0.103
88.130, 0.132
88.140, 0.159
88.150, 0.181
88.160, 0.193
88.170, 0.194
88.180, 0.184
88.190, 0.164
88.200, 0.138
88.210, 0.109
88.220, 0.081
88.230, 0.057
88.240, 0.037
88.250, 0.023
88.260, 0.014
88.270, 0.007
88.280, 0.004
88.290, 0.002
88.300, 0.001
88.310, 0.000
88.320, 0.000
88.330, 0.000
88.340, 0.000
88.350, 0.000
88.360, 0.000
88.370, 0.000
88.380, 0.000
88.390, 0.000
88.400, 0.000
88.410, 0.000
88.420, 0.000
88.430, 0.000
88.440, 0.000
88.450, 0.000
88.460, 0.000
88.470, 0.000
88.480, 0.000
88.490, 0.000
88.500, 0.000
88.510, 0.000
88.520, 0.000
88.530, 0.000
88.540, 0.000
88.550, 0.000
88.560, 0.000
88.570, 0.000
88.580, 0.000
88.590, 0.000
88.600, 0.000
88.610, 0.000
88.620, 0.000
88.630, 0.000
88.640, 0.000
88.650, 0.000
88.660, 0.000
88.670, 0.000
88.680, 0.000
88.690, 0.000
88.700, 0.000
88.710, 0.000
88.720, 0.000
88.730, 0.000
88.740, 0.000
88.750, 0.000
88.760, 0.000
88.770, 0.000
88.780, 0.000
88.790, 0.000
88.800, 0.000
88.810, 0.000
88.820, 0.000
88.830, 0.000
88.840, 0.000
88.850, 0.000
88.860, 0.000
88.870, 0.000
88.880, 0.000
88.890, 0.000
88.900, 0.000
88.910, 0.000
88.920, 0.000
88.930, 0.000
88.940, 0.000
88.950, 0.000
88.960, 0.000
88.970, 0.000
88.980, 0.001
88.990, 0.001
89.000, 0.003
89.010, 0.006
89.020, 0.013
89.030, 0.025
89.040, 0.046
89.050, 0.080
89.060, 0.130
89.070, 0.199
89.080, 0.287
89.090, 0.389
89.100, 0.498
89.110, 0.600
89.120, 0.681
89.130, 0.729
89.140, 0.735
89.150, 0.701
89.160, 0.632
89.170, 0.546
89.180, 0.458
89.190, 0.388
89.200, 0.351
89.210, 0.359
89.220, 0.416
89.230, 0.520
89.240, 0.659
89.250, 0.815
89.260, 0.965
89.270, 1.084
89.280, 1.150
89.290, 1.152
89.300, 1.089
89.310, 0.974
89.320, 0.827
89.330, 0.673
89.340, 0.535
89.350, 0.428
89.360, 0.360
89.370, 0.332
89.380, 0.336
89.390, 0.362
89.400, 0.398
89.410, 0.434
89.420, 0.464
89.430, 0.483
89.440, 0.493
89.450, 0.495
89.460, 0.493
89.470, 0.488
89.480, 0.485
89.490, 0.485
89.500, 0.492
89.510, 0.508
89.520, 0.533
89.530, 0.565
89.540, 0.597
89.550, 0.622
89.560, 0.629
89.570, 0.612
89.580, 0.569
89.590, 0.503
89.600, 0.421
89.610, 0.333
89.620, 0.249
89.630, 0.176
89.640, 0.117
89.650, 0.075
89.660, 0.048
89.670, 0.033
89.680, 0.029
89.690, 0.033
89.700, 0.044
89.710, 0.061
89.720, 0.081
89.730, 0.104
89.740, 0.126
89.750, 0.144
89.760, 0.154
89.770, 0.156
89.780, 0.149
89.790, 0.134
89.800, 0.113
89.810, 0.090
89.820, 0.068
89.830, 0.048
89.840, 0.032
89.850, 0.020
89.860, 0.012
89.870, 0.007
89.880, 0.003
89.890, 0.002
89.900, 0.001
89.910, 0.000
89.920, 0.000
89.930, 0.000
89.940, 0.000
89.950, 0.000
89.960, 0.000
89.970, 0.000
89.980, 0.000
89.990, 0.000
90.000, 0.000
##END=



